make,model,injury_severity,aircraft_damage,aircraft_category,number_of_engines,publication_date,engine_type,purpose_of_flight,weather_condition,total_fatal_injuries,total_serious_injuries,total_minor_injuries,registration_number,investigation_type
AIR TRACTOR INC,AT 502B,Non-Fatal,Destroyed,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,1.0,N502G,Accident
CESSNA,A185,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N19EC,Accident
SCHWEIZER AIRCRAFT CORP,G 164B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8494K,Accident
STINSON,108,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N927D,Accident
SMITH,AEROSTAR 600A,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N211W,Accident
PIPER,PA28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N4509F,Accident
CESSNA,P210N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6582P,Accident
STILL MICHAEL J,TITAN T-51,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N651P,Accident
CESSNA,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2661Q,Accident
PIPER,PA 32R-300,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N4213F,Accident
METCALFE ROBERT B,VANS RV 6,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N88MV,Accident
BEECH,35C33,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,1.0,0.0,N293GC,Accident
GREAT LAKES,2T1A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3512L,Accident
CESSNA,172R,Non-Fatal,Substantial,Airplane,1.0,06-05-2021,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2103T,Accident
BEECH,B95,Non-Fatal,Substantial,Airplane,2.0,05-05-2021,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N9628R,Accident
PIPER,PA 18-150,Fatal,Substantial,Airplane,1.0,03-12-2020,Reciprocating,Personal,VMC,1.0,0.0,1.0,N4393Z,Accident
MAURER ELMO A,V STAR SA900,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N21EM,Accident
BEECH,V35B,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,2.0,0.0,0.0,N777PH,Accident
CESSNA,172N,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,4.0,0.0,0.0,N251CH,Accident
SOCATA,TBM 850,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Personal,VMC,0.0,0.0,0.0,N893CA,Accident
PIPER,PA28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N98299,Accident
RIGGS KENNETH W,T BIRD II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N618ER,Accident
ICON AIRCRAFT INC,A5,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N922BA,Accident
MOONEY AIRCRAFT CORP.,M20K,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N231JD,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N55234,Accident
PIPER,PA 32,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,2.0,0.0,0.0,N47831,Accident
CESSNA,140,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N76238,Accident
PIPER,PA 28-180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N10GJ,Accident
CESSNA,170B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2766D,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2138W,Accident
TEMCO,GC 1B,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N2363B,Accident
CESSNA,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6547A,Accident
QUEST AIRCRAFT COMPANY LLC,KODIAC 100,Non-Fatal,Destroyed,Airplane,1.0,25-09-2020,Turbo Prop,Unknown,Unk,0.0,3.0,1.0,N154KQ,Accident
STINSON,SR 5E,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Positioning,VMC,0.0,0.0,0.0,N141WC,Accident
CLOUD JEFFREY FERRELL,LONG EZ,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N754T,Accident
CESSNA,182H,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8515S,Accident
PIPER,PA32,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,4.0,0.0,0.0,N3371W,Accident
TEXTRON AVIATION INC,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N30SU,Accident
CESSNA,T207A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Observation,VMC,0.0,2.0,2.0,N9825M,Accident
CESSNA,172RG,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N6102R,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N75919,Accident
PIPER,PA 28R-201T,Non-Fatal,Substantial,Airplane,1.0,05-05-2021,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5966V,Accident
CESSNA,172M,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N9678Q,Accident
CESSNA,172P,Non-Fatal,Substantial,Airplane,1.0,19-11-2020,Reciprocating,Personal,VMC,0.0,1.0,2.0,N52492,Accident
BOEING,A75N1(PT17),Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N69656,Accident
QUICKSILVER,MXL SPORT,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N7712,Accident
CESSNA,152,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N24987,Accident
ERCOUPE,415 CD,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3067H,Accident
CESSNA,172N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N172SX,Accident
CESSNA,172G,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N4676L,Accident
PIPER,PA 12,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,1.0,N4040M,Accident
CESSNA,172N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N734VH,Accident
MOONEY,M20C,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N6894N,Accident
BUEHLMANN PETER,KITFOX MODEL 4 1200,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N234PB,Accident
LUSCOMBE,8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N1780K,Accident
AVEKO SRO,VL-3C-1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N876MB,Accident
KARPAYEV VLADYSLAV V,RV-9,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N666BK,Accident
DOSHIER WILBERT A,GT-500,Non-Fatal,Substantial,Airplane,1.0,05-05-2021,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N599RA,Accident
PIPER,PA 34-220T,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,4.0,N263DM,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N739KW,Accident
MOONEY,M20,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6002Q,Accident
PIPER / LAUDEMAN,J3C 65,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N11188,Accident
CESSNA,150F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N8637S,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N452ER,Accident
CESSNA,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N8128M,Accident
COLUMBIA AIRCRAFT MFG,LC41 550FG,Non-Fatal,Substantial,Airplane,1.0,05-05-2021,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2526C,Accident
MOTLEY GARY W,ZENITH CH750 CRUZER,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,N956GM,Accident
AERO COMMANDER,112,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N690RU,Accident
PIPER,PA 18-125,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Public Aircraft,VMC,0.0,0.0,0.0,N1386A,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N474SP,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N417CB,Accident
TODD FOLEY,ZENITH 701,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N701TF,Accident
WEAVER DAVID A,PULSAR   912XP,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N912GR,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N524ND,Accident
BOEING,A75N1(PT17),Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1431C,Accident
CESSNA,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N399F,Accident
PIPER,PA34,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8328V,Accident
PIPER,TITAN TORNADO II D,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N2200T,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,06-05-2021,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N714TD,Accident
CESSNA,402,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2748Y,Accident
BEECH,A36,Non-Fatal,Substantial,Airplane,1.0,21-12-2021,Reciprocating,Personal,VMC,0.0,1.0,0.0,N251E,Accident
PIPER,PA 31-310,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N722CF,Accident
BEECH,C90,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Prop,Personal,VMC,0.0,2.0,2.0,N500KR,Accident
PIPER,PA28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N747KM,Accident
NORTH AMERICAN,T 6,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2996Q,Accident
RAYTHEON AIRCRAFT COMPANY,B36TC,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N679EA,Accident
BEECH,58,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,5.0,0.0,0.0,N4494A,Accident
JONES KENT C,VANS RV-10,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N9738J,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4801D,Accident
MICHAEL ADAMCZYK,ZENITH CH750,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,N750AD,Accident
Czech Sport Aircraft a.s.,Sport Cruiser,Non-Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N227US,Accident
PIPER,PA28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8856W,Accident
CESSNA,172C,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N8856B,Accident
SMITH,AEROSTAR 601,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N7529S,Accident
CESSNA,U206,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,2.0,0.0,0.0,N732DF,Accident
CORBEIL SHAWN,CORBEIL SHAWN SER VI,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N552EZ,Accident
PIPER,PA 32-300,Non-Fatal,Substantial,Airplane,1.0,19-11-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N4326X,Accident
CESSNA,172P,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N54873,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N95550,Accident
CESSNA,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N199RN,Accident
CESSNA,150,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N7929Z,Accident
CESSNA,T210M,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,3.0,0.0,0.0,N761YZ,Accident
GOLDEN CIRCLE AIR,T BIRD II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5619Z,Accident
PIPER,PA28,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,2.0,0.0,0.0,N6433J,Accident
PIPER,PA22,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4805Z,Accident
Piaggio,P.180,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Prop,Personal,IMC,0.0,0.0,0.0,N141JT,Accident
PIPER,PA 23-250,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,2.0,1.0,N40285,Accident
CESSNA,177,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N3179T,Accident
PIPER,PA-28-201T,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N555WM,Accident
PIPER,PA28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,1.0,0.0,N284MK,Accident
AMERICAN CHAMPION AIRCRAFT,7GCAA,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N519MA,Accident
PIPER,PA 12,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N47FP,Accident
BROWNING GREGORY S,ZODIAC 601XL,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N929GB,Accident
BEECH,G35,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N354WD,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N4491R,Accident
KELLEY DERRICK/LEZA,AIRCAM,Non-Fatal,Substantial,Airplane,2.0,05-05-2021,Reciprocating,Personal,VMC,0.0,1.0,0.0,N959M,Accident
X-AIR LLC,XA85,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N20XA,Accident
CESSNA,340,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Personal,IMC,5.0,0.0,0.0,N247AT,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N91SP,Accident
PIPER,PA 28R-200,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N550D,Accident
CESSNA,150L,Non-Fatal,Substantial,Airplane,1.0,05-05-2021,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6627G,Accident
CESSNA,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N698MC,Accident
AEROPRO CZ,EUROFOX,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3945A,Accident
CESSNA,525A,Non-Fatal,Substantial,Airplane,2.0,05-05-2021,Turbo Fan,Positioning,VMC,0.0,2.0,0.0,N525KT,Accident
CESSNA,172M,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N4395R,Accident
CESSNA,210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N222AT,Accident
COSTRUZIONI AERONAUTICHE TECNA,P2006,Non-Fatal,Substantial,Airplane,2.0,06-05-2021,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N594MA,Accident
CESSNA,150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3229V,Accident
CESSNA,T210L,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2122S,Accident
BARNES STEVEN D,STEVE BARNES RV 4,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N83SB,Accident
CESSNA,170,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9972A,Accident
BEECH,B19,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N24002,Accident
S.O.C.A.T.A.,MS893E,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Ferry,VMC,0.0,0.0,0.0,N353RA,Accident
CUBCRAFTERS INC,CC11,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5923C,Accident
CESSNA,170,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1997C,Accident
PIPER,PA 23-250,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Positioning,Unk,1.0,0.0,0.0,N54857,Accident
CUB CRAFTERS INC,CC18-180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Ferry,VMC,0.0,0.0,0.0,N127DT,Accident
CESSNA,A185,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2W,Accident
Just,JA30 SUPERSTOL,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N413Z,Accident
PIPER,PA 28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N7085R,Accident
PIPER,J3L,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N35226,Accident
PIPER,PA 28-236,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N4345K,Accident
HARROP BLAKE,RV 7,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N4163B,Accident
CESSNA,210,Non-Fatal,Substantial,Airplane,1.0,20-05-2021,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3607Y,Accident
GELDERMANN BERT E,LANCAIR LEGACY,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N145JG,Accident
BEECH,B60,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,CFESG,Accident
BRYK STEVEN L,VELOCITY XL RG,Non-Fatal,Substantial,Airplane,1.0,05-05-2021,Reciprocating,Personal,VMC,0.0,0.0,1.0,N787SB,Accident
MOONEY,M20E,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,1.0,N5562Q,Accident
PIPER,PA 32-300,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N4027W,Accident
SWEARINGEN,SA227 TT,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Prop,Executive/corporate,VMC,0.0,0.0,0.0,N6UP,Accident
MATHENY LARRY E,CHRISTAVIA MK 1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N746LM,Accident
CESSNA,172P,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N64204,Accident
CESSNA,210,Non-Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N884KM,Accident
CESSNA,172RG,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N9415B,Accident
VANS AIRCRAFT INC,RV-12,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N262WS,Accident
BEECH,A36,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N3600A,Accident
SKWIRA MATTHEW J,W-10 TAILWIND,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N251WT,Accident
QUARTZ MOUNTAIN AEROSPACE,L-11E,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N515BW,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N9520Z,Accident
MAULE,M 6,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N56548,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1046F,Accident
PIPER,PA28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N9673W,Accident
AERO COMMANDER,680 F,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N900L,Accident
CESSNA,172F,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Ferry,VMC,1.0,0.0,0.0,N8559U,Accident
CESSNA,152,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N93316,Accident
BEECH,35 A33,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,1.0,N9378Y,Accident
AMERICAN CHAMPION AIRCRAFT,7GCBC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N519AC,Accident
BEECH,95,Non-Fatal,Substantial,Airplane,2.0,22-12-2021,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N128W,Accident
CESSNA,T303,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N303TL,Accident
CESSNA,150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N61024,Accident
GREGORY NEWMAN,SONEX TRAINER,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N543SX,Accident
SOMERTON DAVID J,JA30 SUPERSTOL,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N726AD,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N271BJ,Accident
PIPER,PA28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N8475W,Accident
CESSNA,182T,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,2.0,0.0,0.0,N3525T,Accident
PIPER,PA 34-220T,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Aerial Observation,VMC,0.0,0.0,1.0,N9148B,Accident
MOONEY,M20J,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,0.0,0.0,0.0,N925JH,Accident
CESSNA,172M,Non-Fatal,Substantial,Airplane,1.0,20-05-2021,Reciprocating,Instructional,VMC,0.0,0.0,1.0,N1409U,Accident
