make,model,injury_severity,aircraft_damage,aircraft_category,number_of_engines,publication_date,engine_type,purpose_of_flight,weather_condition,total_fatal_injuries,total_serious_injuries,total_minor_injuries,registration_number,investigation_type
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N73929,Accident
LUSCOMBE,8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N2861K,Accident
CESSNA,170,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2486D,Accident
MOONEY,M20C,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6833N,Accident
AIR TRACTOR INC,AT 402A,Non-Fatal,Substantial,Airplane,1.0,31-12-2021,Turbo Prop,Aerial Application,VMC,0.0,1.0,0.0,N247LA,Accident
CESSNA,177RG,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8053G,Accident
ROCKWELL INTERNATIONAL,S 2R,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,1.0,0.0,0.0,N5022X,Accident
CESSNA,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2465G,Accident
GREENE R/GREENE S,RANS S 17,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N117BE,Accident
BELLANCA,8GCBC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Banner Tow,VMC,0.0,0.0,0.0,N181TM,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N97116,Accident
CUB CRAFTERS INC,CC11 100,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N599CC,Accident
MAULE,M 7-235C,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6447M,Accident
PIPER,PA-18AS,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N1905A,Accident
JAMES M RAULERSON,CH 750,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N61LR,Accident
AIR TRACTOR INC,AT 401,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N4532F,Accident
PIPER,PA 28-161,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N84175,Accident
MAULE,M7,Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Personal,Unk,1.0,0.0,1.0,UP-ML003,Accident
PIPER,PA 12,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Ferry,VMC,0.0,0.0,0.0,N3233M,Accident
PIPER,J5A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N30897,Accident
BELLANCA,14 19,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N36KC,Accident
AVIAT AIRCRAFT INC,A 1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Public Aircraft - Local,VMC,0.0,0.0,0.0,N335SB,Accident
BEECH,A36,Fatal,Destroyed,Airplane,1.0,28-05-2021,Reciprocating,Business,VMC,3.0,0.0,0.0,N87RY,Accident
PACIFIC AEROSPACE LTD,750XL,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Personal,VMC,0.0,0.0,0.0,N750UP,Accident
CESSNA,180J,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N180LP,Accident
GULFSTREAM AMERICAN CORP,AA 5B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N28005,Accident
BEECH,M35,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N339Z,Accident
GRUMMAN,AA1,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N8866L,Accident
HUNTER GEORGE,RV 6,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N6GH,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N2982U,Accident
CESSNA,140,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N140X,Accident
CESSNA,150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2996S,Accident
VANS AIRCRAFT INC,RV-12,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N212ZF,Accident
KERR GERALD,VELOCITY SUV,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N753GK,Accident
CESSNA,U206,Non-Fatal,Substantial,Airplane,1.0,03-11-2021,Reciprocating,Positioning,VMC,0.0,1.0,0.0,N4615X,Accident
CESSNA,310G,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N8957Z,Accident
DIAMOND AIRCRAFT IND GMBH,DA 40 NG,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N910XD,Accident
WALKER EDGAR E,GLASTAR,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,1.0,N65EW,Accident
BELLANCA,7KCAB,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1701H,Accident
CROFT ROBERT C,KITFOX SUPER SPORT,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N429NC,Accident
PIPER,PA28,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N132AV,Accident
FLIGHT DESIGN GMBH,CTLS,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N547CT,Accident
PIPER,PA32R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N544DG,Accident
Golden Eagle,Chief,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N68N,Accident
CESSNA,172,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,Unk,2.0,0.0,0.0,ZS-JDN,Accident
BOEING,A75N1(PT17),Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,1.0,0.0,N52813,Accident
JEFF JARDINE,KITFOX S7 SUPERSPORT,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N682PS,Accident
CESSNA,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6849M,Accident
COBALT AIRCRAFT INDUSTRIES INC,Co50 VALKYRIE,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,N523CA,Accident
CESSNA,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8249V,Accident
CIRRUS DESIGN CORP,SR20,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N135CD,Accident
LUSCOMBE,8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1590K,Accident
CHANCEY GERRY M,RV-12,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1214J,Accident
CESSNA,172N,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N737QQ,Accident
TAYLORCRAFT,BC12,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N95356,Accident
CESSNA,182,Non-Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N735KQ,Accident
RAYTHEON AIRCRAFT COMPANY,G36,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N7215J,Accident
MOONEY,M20J,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Positioning,VMC,0.0,0.0,0.0,N1161Z,Accident
AVIAT AIRCRAFT INC,A 1B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Business,VMC,0.0,0.0,0.0,N299CA,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N89732,Accident
SHINER,RV-4,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N70RV,Accident
CESSNA,340,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Business,VMC,0.0,0.0,0.0,N5870M,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N5703A,Accident
RANS INC,S-6,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N112CD,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N54463,Accident
PIPER AIRCRAFT CORPORATION,PIPER PA-28RT-201,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,Unk,2.0,0.0,0.0,G-BHAY,Accident
CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4465F,Accident
BEECH,A24R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N9798L,Accident
CESSNA,210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9595X,Accident
BEECH,N35,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9368Y,Accident
CESSNA,T182T,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N946CA,Accident
CESSNA,177,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N34413,Accident
CESSNA,R182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Observation,VMC,0.0,0.0,0.0,N1835R,Accident
CESSNA,402,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N836GW,Accident
CESSNA,210G,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5906F,Accident
MILLER STEVEN M,RV6 A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N812SM,Accident
BEECH,C23,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2120W,Accident
PIPER,PA 11,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4741M,Accident
BEECH,95 B55,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Business,VMC,0.0,0.0,0.0,N2182L,Accident
AIR TRACTOR INC,AT 502,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,N4531K,Accident
PARKS RICHARD A,STARDUSTER SA 100,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1356W,Accident
CESSNA,T210N,Non-Fatal,Substantial,Airplane,1.0,05-05-2021,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5391A,Accident
CIRRUS DESIGN CORP,SR22,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,4.0,0.0,0.0,N462SR,Accident
MOONEY,M20C,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N53CP,Accident
PIPER,J3C,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N38365,Accident
BEECH,35,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3187V,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5396D,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5146R,Accident
RUDBERG TODD W,VANS ACFT RV8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,0.0,0.0,0.0,N232TB,Accident
CESSNA,A185,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N123LR,Accident
Trudel,GP 4,Non-Fatal,Minor,Airplane,1.0,25-09-2020,Reciprocating,Air Race show,VMC,0.0,0.0,0.0,C-GTPX,Accident
CESSNA,177B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N35170,Accident
CESSNA,T210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N22650,Accident
CESSNA,150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6250T,Accident
CESSNA,210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7330E,Accident
CESSNA,150G,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N3875J,Accident
CESSNA,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N180SA,Accident
HENCKEN WILLIAM,PIETENPOL AIR CAMPER,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N40WH,Accident
Cessna,150J,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,C-FHPU,Accident
CESSNA,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9624B,Accident
CESSNA,172L,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N7070Q,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N520KS,Accident
PIPER,PA 28R-201,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N1881H,Accident
MOONEY,M20E,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N34BE,Accident
CESSNA,TR182,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,3.0,0.0,0.0,N4777T,Accident
MITSUBISHI,MU 2B-40,Fatal,Destroyed,Airplane,2.0,25-09-2020,Turbo Prop,Personal,IMC,1.0,0.0,0.0,N73MA,Accident
MCMILLAN JOEL L,AVID SW 65,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N65SW,Accident
BUSCHMANN/VANZEE,VARI EZ,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N830S,Accident
BEECH,C35,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N5958C,Accident
CESSNA,172P,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Other Work Use,VMC,0.0,0.0,0.0,N5448K,Accident
Eris E. Ervin,Quicksilver,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N5112S,Accident
PIPER,PA 18,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3797Z,Accident
BELLET JAMES J,VANS RV 8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N184SJ,Accident
PIPER,PA18,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N109T,Accident
CESSNA,150,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,Unk,2.0,0.0,0.0,N3214X,Accident
CESSNA,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,0.0,0.0,0.0,N9346G,Accident
AMERICAN LEGEND AIRCRAFT CO,AL18,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N200XW,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N53393,Accident
PIPER,J5A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N38633,Accident
CUB CRAFTERS INC,CC19-180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N53XC,Accident
CESSNA,182M,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N70634,Accident
WACO,UPF 7,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N29909,Accident
CESSNA,162,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N552ES,Accident
PIPER,PA 22,Non-Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4734Z,Accident
BOEING,PT 13,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N43JM,Accident
PIPER,PA 25-235,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N7336Z,Accident
SILVAIRE,8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9902C,Accident
VANS,RV7,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N712RL,Accident
Cessna,414,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1652T,Accident
PIPER,PA 28-140,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Instructional,Unk,1.0,0.0,1.0,N9549W,Accident
CIRRUS DESIGN CORP,SR22,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,2.0,0.0,0.0,N6083D,Accident
PIPER,PA32R,Non-Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N1054S,Accident
CESSNA,172S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5311H,Accident
CESSNA,182,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,1.0,N9021X,Accident
CIRRUS DESIGN CORP,SR22,Non-Fatal,Substantial,Airplane,1.0,05-05-2021,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N418CP,Accident
FREEMAN HERITAGE COLLECTION,SE5A,Non-Fatal,Substantial,Airplane,1.0,16-11-2021,Reciprocating,Air Race show,VMC,0.0,1.0,0.0,N685SE,Accident
PIPER,J3C,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N48694,Accident
CESSNA,401,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N401HH,Accident
PIPER,PA 24-250,Non-Fatal,Substantial,Airplane,1.0,19-11-2020,Reciprocating,Instructional,VMC,0.0,0.0,2.0,N7892P,Accident
BRYANT C CROSBY,BC ULTRA PUP,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N484HC,Accident
ULTRALIGHT AMERICA,SPITFIRE II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N2918A,Accident
ERCOUPE,415,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3538H,Accident
BELLANCA,17-30A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8234R,Accident
PIPER,PA 34-220T,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,IMC,0.0,0.0,0.0,N4136D,Accident
MOONEY,M20,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N7884V,Accident
PIPER,PA 25-235,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Glider Tow,VMC,1.0,0.0,0.0,N90866,Accident
BOROM MARCUS P,LONG EZ,Non-Fatal,Substantial,Airplane,1.0,06-05-2021,Reciprocating,Personal,VMC,0.0,0.0,0.0,N966EZ,Accident
MAULE,M 7,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N81818,Accident
CESSNA,T210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,0.0,0.0,0.0,N5EC,Accident
Aero Vodochody,L39C,Fatal,Destroyed,Airplane,1.0,25-09-2020,Turbo Fan,Personal,VMC,1.0,0.0,0.0,N580LL,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9664Q,Accident
CESSNA,150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N7313G,Accident
FLEETWOOD JACK,TEAM AIRBIKE,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7566D,Accident
CESSNA,172M,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N7CF,Accident
CESSNA,182H,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,2.0,0.0,0.0,N8338S,Accident
DIAMOND AIRCRAFT IND INC,DA 40,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N965DS,Accident
HIMSL VINCENT S,VANS RV-8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8432,Accident
BARBER WARREN D,TURBINE CUBS P A 18,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N181TJ,Accident
CESSNA,172RG,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5159U,Accident
CIRRUS DESIGN CORP,SR22T,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N289CM,Accident
CESSNA,210,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N8347Z,Accident
DIAMOND AIRCRAFT IND INC,DA 40,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N105MK,Accident
CESSNA,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N6384D,Accident
CESSNA,150J,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,1.0,0.0,N50609,Accident
BEECH,A24,Non-Fatal,Substantial,Airplane,1.0,03-12-2020,Reciprocating,Instructional,VMC,0.0,1.0,1.0,N400LE,Accident
THOMAS G PARKHURST,KITFOX IV,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N37TP,Accident
Peterson Lancair,Legacy,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N259L,Accident
PIPER,PA 32RT-300T,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N633CB,Accident
STAUDACHER JON,S 600F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,1.0,N27KJ,Accident
CIRRUS DESIGN CORP,SR22T,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N3636E,Accident
Flugzeugproduktions-und Vertri,EA 300/L,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,2.0,0.0,0.0,N414MT,Accident
CESSNA,120,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N72552,Accident
CHAMPION,7GC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7589E,Accident
AVIAT AIRCRAFT INC,A1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N337AM,Accident
AERONCA,7DC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N83512,Accident
CESSNA,150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N22092,Accident
GREAT LAKES,2T 1A 2,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7GL,Accident
